"chr"	"start"	"end"	"wgs_block"	"file_name"
"1"	"107600001"	"107650000"	"b2152"	"ukb24304_c1_b2152_v1.vcf.gz"
"1"	"107650001"	"107700000"	"b2153"	"ukb24304_c1_b2153_v1.vcf.gz"
"1"	"107700001"	"107750000"	"b2154"	"ukb24304_c1_b2154_v1.vcf.gz"
"1"	"107750001"	"107800000"	"b2155"	"ukb24304_c1_b2155_v1.vcf.gz"
"1"	"107800001"	"107850000"	"b2156"	"ukb24304_c1_b2156_v1.vcf.gz"
"1"	"107850001"	"107900000"	"b2157"	"ukb24304_c1_b2157_v1.vcf.gz"
"1"	"107900001"	"107950000"	"b2158"	"ukb24304_c1_b2158_v1.vcf.gz"
"1"	"107950001"	"1.08e+08"	"b2159"	"ukb24304_c1_b2159_v1.vcf.gz"
"1"	"108000001"	"108050000"	"b2160"	"ukb24304_c1_b2160_v1.vcf.gz"
"1"	"108050001"	"108100000"	"b2161"	"ukb24304_c1_b2161_v1.vcf.gz"
"1"	"108100001"	"108150000"	"b2162"	"ukb24304_c1_b2162_v1.vcf.gz"
"1"	"108150001"	"108200000"	"b2163"	"ukb24304_c1_b2163_v1.vcf.gz"
"1"	"108200001"	"108250000"	"b2164"	"ukb24304_c1_b2164_v1.vcf.gz"
"1"	"108250001"	"108300000"	"b2165"	"ukb24304_c1_b2165_v1.vcf.gz"
"1"	"108300001"	"108350000"	"b2166"	"ukb24304_c1_b2166_v1.vcf.gz"
"1"	"108350001"	"108400000"	"b2167"	"ukb24304_c1_b2167_v1.vcf.gz"
"1"	"108400001"	"108450000"	"b2168"	"ukb24304_c1_b2168_v1.vcf.gz"
"1"	"108450001"	"108500000"	"b2169"	"ukb24304_c1_b2169_v1.vcf.gz"
"1"	"108500001"	"108550000"	"b2170"	"ukb24304_c1_b2170_v1.vcf.gz"
"1"	"108550001"	"108600000"	"b2171"	"ukb24304_c1_b2171_v1.vcf.gz"
"1"	"108600001"	"108650000"	"b2172"	"ukb24304_c1_b2172_v1.vcf.gz"
"1"	"108650001"	"108700000"	"b2173"	"ukb24304_c1_b2173_v1.vcf.gz"
"1"	"108700001"	"108750000"	"b2174"	"ukb24304_c1_b2174_v1.vcf.gz"
"1"	"108750001"	"108800000"	"b2175"	"ukb24304_c1_b2175_v1.vcf.gz"
"1"	"108800001"	"108850000"	"b2176"	"ukb24304_c1_b2176_v1.vcf.gz"
"1"	"108850001"	"108900000"	"b2177"	"ukb24304_c1_b2177_v1.vcf.gz"
"1"	"108900001"	"108950000"	"b2178"	"ukb24304_c1_b2178_v1.vcf.gz"
"1"	"108950001"	"1.09e+08"	"b2179"	"ukb24304_c1_b2179_v1.vcf.gz"
"1"	"109000001"	"109050000"	"b2180"	"ukb24304_c1_b2180_v1.vcf.gz"
"1"	"109050001"	"109100000"	"b2181"	"ukb24304_c1_b2181_v1.vcf.gz"
"1"	"109100001"	"109150000"	"b2182"	"ukb24304_c1_b2182_v1.vcf.gz"
"1"	"109150001"	"109200000"	"b2183"	"ukb24304_c1_b2183_v1.vcf.gz"
"1"	"109200001"	"109250000"	"b2184"	"ukb24304_c1_b2184_v1.vcf.gz"
"1"	"109250001"	"109300000"	"b2185"	"ukb24304_c1_b2185_v1.vcf.gz"
"1"	"109300001"	"109350000"	"b2186"	"ukb24304_c1_b2186_v1.vcf.gz"
"1"	"109350001"	"109400000"	"b2187"	"ukb24304_c1_b2187_v1.vcf.gz"
"1"	"109400001"	"109450000"	"b2188"	"ukb24304_c1_b2188_v1.vcf.gz"
"1"	"109450001"	"109500000"	"b2189"	"ukb24304_c1_b2189_v1.vcf.gz"
"1"	"109500001"	"109550000"	"b2190"	"ukb24304_c1_b2190_v1.vcf.gz"
"1"	"109550001"	"109600000"	"b2191"	"ukb24304_c1_b2191_v1.vcf.gz"
"1"	"109600001"	"109650000"	"b2192"	"ukb24304_c1_b2192_v1.vcf.gz"
"1"	"109650001"	"109700000"	"b2193"	"ukb24304_c1_b2193_v1.vcf.gz"
"1"	"109700001"	"109750000"	"b2194"	"ukb24304_c1_b2194_v1.vcf.gz"
"1"	"109750001"	"109800000"	"b2195"	"ukb24304_c1_b2195_v1.vcf.gz"
"1"	"109800001"	"109850000"	"b2196"	"ukb24304_c1_b2196_v1.vcf.gz"
"1"	"109850001"	"109900000"	"b2197"	"ukb24304_c1_b2197_v1.vcf.gz"
"1"	"109900001"	"109950000"	"b2198"	"ukb24304_c1_b2198_v1.vcf.gz"
"1"	"109950001"	"1.1e+08"	"b2199"	"ukb24304_c1_b2199_v1.vcf.gz"
"1"	"110000001"	"110050000"	"b2200"	"ukb24304_c1_b2200_v1.vcf.gz"
"1"	"110050001"	"110100000"	"b2201"	"ukb24304_c1_b2201_v1.vcf.gz"
"1"	"110100001"	"110150000"	"b2202"	"ukb24304_c1_b2202_v1.vcf.gz"
"1"	"110150001"	"110200000"	"b2203"	"ukb24304_c1_b2203_v1.vcf.gz"
"1"	"110200001"	"110250000"	"b2204"	"ukb24304_c1_b2204_v1.vcf.gz"
"1"	"110250001"	"110300000"	"b2205"	"ukb24304_c1_b2205_v1.vcf.gz"
"1"	"110300001"	"110350000"	"b2206"	"ukb24304_c1_b2206_v1.vcf.gz"
"1"	"110350001"	"110400000"	"b2207"	"ukb24304_c1_b2207_v1.vcf.gz"
"1"	"110400001"	"110450000"	"b2208"	"ukb24304_c1_b2208_v1.vcf.gz"
"1"	"110450001"	"110500000"	"b2209"	"ukb24304_c1_b2209_v1.vcf.gz"
"1"	"110500001"	"110550000"	"b2210"	"ukb24304_c1_b2210_v1.vcf.gz"
"1"	"110550001"	"110600000"	"b2211"	"ukb24304_c1_b2211_v1.vcf.gz"
"1"	"110600001"	"110650000"	"b2212"	"ukb24304_c1_b2212_v1.vcf.gz"
"1"	"110650001"	"110700000"	"b2213"	"ukb24304_c1_b2213_v1.vcf.gz"
"1"	"110700001"	"110750000"	"b2214"	"ukb24304_c1_b2214_v1.vcf.gz"
"1"	"110750001"	"110800000"	"b2215"	"ukb24304_c1_b2215_v1.vcf.gz"
"1"	"110800001"	"110850000"	"b2216"	"ukb24304_c1_b2216_v1.vcf.gz"
"1"	"110850001"	"110900000"	"b2217"	"ukb24304_c1_b2217_v1.vcf.gz"
"1"	"110900001"	"110950000"	"b2218"	"ukb24304_c1_b2218_v1.vcf.gz"
"1"	"110950001"	"1.11e+08"	"b2219"	"ukb24304_c1_b2219_v1.vcf.gz"
"1"	"111000001"	"111050000"	"b2220"	"ukb24304_c1_b2220_v1.vcf.gz"
"1"	"111050001"	"111100000"	"b2221"	"ukb24304_c1_b2221_v1.vcf.gz"
"1"	"111100001"	"111150000"	"b2222"	"ukb24304_c1_b2222_v1.vcf.gz"
"1"	"111150001"	"111200000"	"b2223"	"ukb24304_c1_b2223_v1.vcf.gz"
"1"	"111200001"	"111250000"	"b2224"	"ukb24304_c1_b2224_v1.vcf.gz"
"1"	"111250001"	"111300000"	"b2225"	"ukb24304_c1_b2225_v1.vcf.gz"
"1"	"111300001"	"111350000"	"b2226"	"ukb24304_c1_b2226_v1.vcf.gz"
"1"	"111350001"	"111400000"	"b2227"	"ukb24304_c1_b2227_v1.vcf.gz"
"1"	"111400001"	"111450000"	"b2228"	"ukb24304_c1_b2228_v1.vcf.gz"
"1"	"111450001"	"111500000"	"b2229"	"ukb24304_c1_b2229_v1.vcf.gz"
"1"	"111500001"	"111550000"	"b2230"	"ukb24304_c1_b2230_v1.vcf.gz"
"1"	"111550001"	"111600000"	"b2231"	"ukb24304_c1_b2231_v1.vcf.gz"
"1"	"111600001"	"111650000"	"b2232"	"ukb24304_c1_b2232_v1.vcf.gz"
"1"	"111650001"	"111700000"	"b2233"	"ukb24304_c1_b2233_v1.vcf.gz"
"1"	"111700001"	"111750000"	"b2234"	"ukb24304_c1_b2234_v1.vcf.gz"
"1"	"111750001"	"111800000"	"b2235"	"ukb24304_c1_b2235_v1.vcf.gz"
"1"	"111800001"	"111850000"	"b2236"	"ukb24304_c1_b2236_v1.vcf.gz"
"1"	"111850001"	"111900000"	"b2237"	"ukb24304_c1_b2237_v1.vcf.gz"
"1"	"111900001"	"111950000"	"b2238"	"ukb24304_c1_b2238_v1.vcf.gz"
"1"	"111950001"	"1.12e+08"	"b2239"	"ukb24304_c1_b2239_v1.vcf.gz"
"1"	"112000001"	"112050000"	"b2240"	"ukb24304_c1_b2240_v1.vcf.gz"
"1"	"112050001"	"112100000"	"b2241"	"ukb24304_c1_b2241_v1.vcf.gz"
"1"	"112100001"	"112150000"	"b2242"	"ukb24304_c1_b2242_v1.vcf.gz"
"1"	"112150001"	"112200000"	"b2243"	"ukb24304_c1_b2243_v1.vcf.gz"
"1"	"112200001"	"112250000"	"b2244"	"ukb24304_c1_b2244_v1.vcf.gz"
"1"	"112250001"	"112300000"	"b2245"	"ukb24304_c1_b2245_v1.vcf.gz"
"1"	"112300001"	"112350000"	"b2246"	"ukb24304_c1_b2246_v1.vcf.gz"
"1"	"112350001"	"112400000"	"b2247"	"ukb24304_c1_b2247_v1.vcf.gz"
"1"	"112400001"	"112450000"	"b2248"	"ukb24304_c1_b2248_v1.vcf.gz"
"1"	"112450001"	"112500000"	"b2249"	"ukb24304_c1_b2249_v1.vcf.gz"
"1"	"112500001"	"112550000"	"b2250"	"ukb24304_c1_b2250_v1.vcf.gz"
"1"	"112550001"	"112600000"	"b2251"	"ukb24304_c1_b2251_v1.vcf.gz"
"1"	"112600001"	"112650000"	"b2252"	"ukb24304_c1_b2252_v1.vcf.gz"
"1"	"112650001"	"112700000"	"b2253"	"ukb24304_c1_b2253_v1.vcf.gz"
"1"	"112700001"	"112750000"	"b2254"	"ukb24304_c1_b2254_v1.vcf.gz"
"1"	"112750001"	"112800000"	"b2255"	"ukb24304_c1_b2255_v1.vcf.gz"
"1"	"112800001"	"112850000"	"b2256"	"ukb24304_c1_b2256_v1.vcf.gz"
"1"	"112850001"	"112900000"	"b2257"	"ukb24304_c1_b2257_v1.vcf.gz"
"1"	"112900001"	"112950000"	"b2258"	"ukb24304_c1_b2258_v1.vcf.gz"
"1"	"112950001"	"1.13e+08"	"b2259"	"ukb24304_c1_b2259_v1.vcf.gz"
"1"	"113000001"	"113050000"	"b2260"	"ukb24304_c1_b2260_v1.vcf.gz"
"1"	"113050001"	"113100000"	"b2261"	"ukb24304_c1_b2261_v1.vcf.gz"
"1"	"113100001"	"113150000"	"b2262"	"ukb24304_c1_b2262_v1.vcf.gz"
"1"	"113150001"	"113200000"	"b2263"	"ukb24304_c1_b2263_v1.vcf.gz"
"1"	"113200001"	"113250000"	"b2264"	"ukb24304_c1_b2264_v1.vcf.gz"
"1"	"113250001"	"113300000"	"b2265"	"ukb24304_c1_b2265_v1.vcf.gz"
"1"	"113300001"	"113350000"	"b2266"	"ukb24304_c1_b2266_v1.vcf.gz"
"1"	"113350001"	"113400000"	"b2267"	"ukb24304_c1_b2267_v1.vcf.gz"
"1"	"113400001"	"113450000"	"b2268"	"ukb24304_c1_b2268_v1.vcf.gz"
"1"	"113450001"	"113500000"	"b2269"	"ukb24304_c1_b2269_v1.vcf.gz"
"1"	"113500001"	"113550000"	"b2270"	"ukb24304_c1_b2270_v1.vcf.gz"
"1"	"113550001"	"113600000"	"b2271"	"ukb24304_c1_b2271_v1.vcf.gz"
"1"	"113600001"	"113650000"	"b2272"	"ukb24304_c1_b2272_v1.vcf.gz"
"1"	"113650001"	"113700000"	"b2273"	"ukb24304_c1_b2273_v1.vcf.gz"
"1"	"113700001"	"113750000"	"b2274"	"ukb24304_c1_b2274_v1.vcf.gz"
"1"	"113750001"	"113800000"	"b2275"	"ukb24304_c1_b2275_v1.vcf.gz"
"1"	"113800001"	"113850000"	"b2276"	"ukb24304_c1_b2276_v1.vcf.gz"
"1"	"113850001"	"113900000"	"b2277"	"ukb24304_c1_b2277_v1.vcf.gz"
"1"	"113900001"	"113950000"	"b2278"	"ukb24304_c1_b2278_v1.vcf.gz"
"1"	"113950001"	"1.14e+08"	"b2279"	"ukb24304_c1_b2279_v1.vcf.gz"
"1"	"114000001"	"114050000"	"b2280"	"ukb24304_c1_b2280_v1.vcf.gz"
"1"	"114050001"	"114100000"	"b2281"	"ukb24304_c1_b2281_v1.vcf.gz"
"1"	"114100001"	"114150000"	"b2282"	"ukb24304_c1_b2282_v1.vcf.gz"
"1"	"114150001"	"114200000"	"b2283"	"ukb24304_c1_b2283_v1.vcf.gz"
"1"	"114200001"	"114250000"	"b2284"	"ukb24304_c1_b2284_v1.vcf.gz"
"1"	"114250001"	"114300000"	"b2285"	"ukb24304_c1_b2285_v1.vcf.gz"
"1"	"114300001"	"114350000"	"b2286"	"ukb24304_c1_b2286_v1.vcf.gz"
"1"	"114350001"	"114400000"	"b2287"	"ukb24304_c1_b2287_v1.vcf.gz"
"1"	"114400001"	"114450000"	"b2288"	"ukb24304_c1_b2288_v1.vcf.gz"
"1"	"114450001"	"114500000"	"b2289"	"ukb24304_c1_b2289_v1.vcf.gz"
"1"	"114500001"	"114550000"	"b2290"	"ukb24304_c1_b2290_v1.vcf.gz"
"1"	"114550001"	"114600000"	"b2291"	"ukb24304_c1_b2291_v1.vcf.gz"
"1"	"114600001"	"114650000"	"b2292"	"ukb24304_c1_b2292_v1.vcf.gz"
"1"	"114650001"	"114700000"	"b2293"	"ukb24304_c1_b2293_v1.vcf.gz"
"1"	"114700001"	"114750000"	"b2294"	"ukb24304_c1_b2294_v1.vcf.gz"
"1"	"114750001"	"114800000"	"b2295"	"ukb24304_c1_b2295_v1.vcf.gz"
"1"	"114800001"	"114850000"	"b2296"	"ukb24304_c1_b2296_v1.vcf.gz"
"1"	"114850001"	"114900000"	"b2297"	"ukb24304_c1_b2297_v1.vcf.gz"
"1"	"114900001"	"114950000"	"b2298"	"ukb24304_c1_b2298_v1.vcf.gz"
"1"	"114950001"	"1.15e+08"	"b2299"	"ukb24304_c1_b2299_v1.vcf.gz"
"1"	"115000001"	"115050000"	"b2300"	"ukb24304_c1_b2300_v1.vcf.gz"
"1"	"115050001"	"115100000"	"b2301"	"ukb24304_c1_b2301_v1.vcf.gz"
"1"	"115100001"	"115150000"	"b2302"	"ukb24304_c1_b2302_v1.vcf.gz"
"1"	"115150001"	"115200000"	"b2303"	"ukb24304_c1_b2303_v1.vcf.gz"
"1"	"115200001"	"115250000"	"b2304"	"ukb24304_c1_b2304_v1.vcf.gz"
"1"	"115250001"	"115300000"	"b2305"	"ukb24304_c1_b2305_v1.vcf.gz"
"1"	"115300001"	"115350000"	"b2306"	"ukb24304_c1_b2306_v1.vcf.gz"
"1"	"115350001"	"115400000"	"b2307"	"ukb24304_c1_b2307_v1.vcf.gz"
"1"	"115400001"	"115450000"	"b2308"	"ukb24304_c1_b2308_v1.vcf.gz"
"1"	"115450001"	"115500000"	"b2309"	"ukb24304_c1_b2309_v1.vcf.gz"
"1"	"115500001"	"115550000"	"b2310"	"ukb24304_c1_b2310_v1.vcf.gz"
"1"	"115550001"	"115600000"	"b2311"	"ukb24304_c1_b2311_v1.vcf.gz"
"1"	"115600001"	"115650000"	"b2312"	"ukb24304_c1_b2312_v1.vcf.gz"
"1"	"115650001"	"115700000"	"b2313"	"ukb24304_c1_b2313_v1.vcf.gz"
"1"	"115700001"	"115750000"	"b2314"	"ukb24304_c1_b2314_v1.vcf.gz"
"1"	"115750001"	"115800000"	"b2315"	"ukb24304_c1_b2315_v1.vcf.gz"
"1"	"115800001"	"115850000"	"b2316"	"ukb24304_c1_b2316_v1.vcf.gz"
"1"	"115850001"	"115900000"	"b2317"	"ukb24304_c1_b2317_v1.vcf.gz"
"1"	"115900001"	"115950000"	"b2318"	"ukb24304_c1_b2318_v1.vcf.gz"
"1"	"115950001"	"1.16e+08"	"b2319"	"ukb24304_c1_b2319_v1.vcf.gz"
"1"	"116000001"	"116050000"	"b2320"	"ukb24304_c1_b2320_v1.vcf.gz"
"1"	"116050001"	"116100000"	"b2321"	"ukb24304_c1_b2321_v1.vcf.gz"
"1"	"116100001"	"116150000"	"b2322"	"ukb24304_c1_b2322_v1.vcf.gz"
"1"	"116150001"	"116200000"	"b2323"	"ukb24304_c1_b2323_v1.vcf.gz"
"1"	"116200001"	"116250000"	"b2324"	"ukb24304_c1_b2324_v1.vcf.gz"
"1"	"116250001"	"116300000"	"b2325"	"ukb24304_c1_b2325_v1.vcf.gz"
"1"	"116300001"	"116350000"	"b2326"	"ukb24304_c1_b2326_v1.vcf.gz"
"1"	"116350001"	"116400000"	"b2327"	"ukb24304_c1_b2327_v1.vcf.gz"
"1"	"116400001"	"116450000"	"b2328"	"ukb24304_c1_b2328_v1.vcf.gz"
"1"	"116450001"	"116500000"	"b2329"	"ukb24304_c1_b2329_v1.vcf.gz"
"1"	"116500001"	"116550000"	"b2330"	"ukb24304_c1_b2330_v1.vcf.gz"
"1"	"116550001"	"116600000"	"b2331"	"ukb24304_c1_b2331_v1.vcf.gz"
"1"	"116600001"	"116650000"	"b2332"	"ukb24304_c1_b2332_v1.vcf.gz"
"1"	"116650001"	"116700000"	"b2333"	"ukb24304_c1_b2333_v1.vcf.gz"
"1"	"116700001"	"116750000"	"b2334"	"ukb24304_c1_b2334_v1.vcf.gz"
"1"	"116750001"	"116800000"	"b2335"	"ukb24304_c1_b2335_v1.vcf.gz"
"1"	"116800001"	"116850000"	"b2336"	"ukb24304_c1_b2336_v1.vcf.gz"
"1"	"116850001"	"116900000"	"b2337"	"ukb24304_c1_b2337_v1.vcf.gz"
"1"	"116900001"	"116950000"	"b2338"	"ukb24304_c1_b2338_v1.vcf.gz"
"1"	"116950001"	"1.17e+08"	"b2339"	"ukb24304_c1_b2339_v1.vcf.gz"
"1"	"117000001"	"117050000"	"b2340"	"ukb24304_c1_b2340_v1.vcf.gz"
"1"	"117050001"	"117100000"	"b2341"	"ukb24304_c1_b2341_v1.vcf.gz"
"1"	"117100001"	"117150000"	"b2342"	"ukb24304_c1_b2342_v1.vcf.gz"
"1"	"117150001"	"117200000"	"b2343"	"ukb24304_c1_b2343_v1.vcf.gz"
"1"	"117200001"	"117250000"	"b2344"	"ukb24304_c1_b2344_v1.vcf.gz"
"1"	"117250001"	"117300000"	"b2345"	"ukb24304_c1_b2345_v1.vcf.gz"
"1"	"117300001"	"117350000"	"b2346"	"ukb24304_c1_b2346_v1.vcf.gz"
"1"	"117350001"	"117400000"	"b2347"	"ukb24304_c1_b2347_v1.vcf.gz"
"1"	"117400001"	"117450000"	"b2348"	"ukb24304_c1_b2348_v1.vcf.gz"
"1"	"117450001"	"117500000"	"b2349"	"ukb24304_c1_b2349_v1.vcf.gz"
"1"	"117500001"	"117550000"	"b2350"	"ukb24304_c1_b2350_v1.vcf.gz"
"1"	"117550001"	"117600000"	"b2351"	"ukb24304_c1_b2351_v1.vcf.gz"
"1"	"117600001"	"117650000"	"b2352"	"ukb24304_c1_b2352_v1.vcf.gz"
"1"	"117650001"	"117700000"	"b2353"	"ukb24304_c1_b2353_v1.vcf.gz"
"1"	"117700001"	"117750000"	"b2354"	"ukb24304_c1_b2354_v1.vcf.gz"
"1"	"117750001"	"117800000"	"b2355"	"ukb24304_c1_b2355_v1.vcf.gz"
"1"	"117800001"	"117850000"	"b2356"	"ukb24304_c1_b2356_v1.vcf.gz"
"1"	"117850001"	"117900000"	"b2357"	"ukb24304_c1_b2357_v1.vcf.gz"
"1"	"117900001"	"117950000"	"b2358"	"ukb24304_c1_b2358_v1.vcf.gz"
"1"	"117950001"	"1.18e+08"	"b2359"	"ukb24304_c1_b2359_v1.vcf.gz"
"1"	"118000001"	"118050000"	"b2360"	"ukb24304_c1_b2360_v1.vcf.gz"
"1"	"118050001"	"118100000"	"b2361"	"ukb24304_c1_b2361_v1.vcf.gz"
"1"	"118100001"	"118150000"	"b2362"	"ukb24304_c1_b2362_v1.vcf.gz"
"1"	"118150001"	"118200000"	"b2363"	"ukb24304_c1_b2363_v1.vcf.gz"
"1"	"118200001"	"118250000"	"b2364"	"ukb24304_c1_b2364_v1.vcf.gz"
"1"	"118250001"	"118300000"	"b2365"	"ukb24304_c1_b2365_v1.vcf.gz"
"1"	"118300001"	"118350000"	"b2366"	"ukb24304_c1_b2366_v1.vcf.gz"
"1"	"118350001"	"118400000"	"b2367"	"ukb24304_c1_b2367_v1.vcf.gz"
"1"	"118400001"	"118450000"	"b2368"	"ukb24304_c1_b2368_v1.vcf.gz"
"1"	"118450001"	"118500000"	"b2369"	"ukb24304_c1_b2369_v1.vcf.gz"
"1"	"118500001"	"118550000"	"b2370"	"ukb24304_c1_b2370_v1.vcf.gz"
"1"	"118550001"	"118600000"	"b2371"	"ukb24304_c1_b2371_v1.vcf.gz"
"1"	"118600001"	"118650000"	"b2372"	"ukb24304_c1_b2372_v1.vcf.gz"
"1"	"118650001"	"118700000"	"b2373"	"ukb24304_c1_b2373_v1.vcf.gz"
"1"	"118700001"	"118750000"	"b2374"	"ukb24304_c1_b2374_v1.vcf.gz"
"1"	"118750001"	"118800000"	"b2375"	"ukb24304_c1_b2375_v1.vcf.gz"
"1"	"118800001"	"118850000"	"b2376"	"ukb24304_c1_b2376_v1.vcf.gz"
"1"	"118850001"	"118900000"	"b2377"	"ukb24304_c1_b2377_v1.vcf.gz"
"1"	"118900001"	"118950000"	"b2378"	"ukb24304_c1_b2378_v1.vcf.gz"
"1"	"118950001"	"1.19e+08"	"b2379"	"ukb24304_c1_b2379_v1.vcf.gz"
"1"	"119000001"	"119050000"	"b2380"	"ukb24304_c1_b2380_v1.vcf.gz"
"1"	"119050001"	"119100000"	"b2381"	"ukb24304_c1_b2381_v1.vcf.gz"
"1"	"119100001"	"119150000"	"b2382"	"ukb24304_c1_b2382_v1.vcf.gz"
"1"	"119150001"	"119200000"	"b2383"	"ukb24304_c1_b2383_v1.vcf.gz"
"1"	"119200001"	"119250000"	"b2384"	"ukb24304_c1_b2384_v1.vcf.gz"
"1"	"119250001"	"119300000"	"b2385"	"ukb24304_c1_b2385_v1.vcf.gz"
"1"	"119300001"	"119350000"	"b2386"	"ukb24304_c1_b2386_v1.vcf.gz"
"1"	"119350001"	"119400000"	"b2387"	"ukb24304_c1_b2387_v1.vcf.gz"
"1"	"119400001"	"119450000"	"b2388"	"ukb24304_c1_b2388_v1.vcf.gz"
"1"	"119450001"	"119500000"	"b2389"	"ukb24304_c1_b2389_v1.vcf.gz"
"1"	"119500001"	"119550000"	"b2390"	"ukb24304_c1_b2390_v1.vcf.gz"
"1"	"119550001"	"119600000"	"b2391"	"ukb24304_c1_b2391_v1.vcf.gz"
"1"	"119600001"	"119650000"	"b2392"	"ukb24304_c1_b2392_v1.vcf.gz"
"1"	"119650001"	"119700000"	"b2393"	"ukb24304_c1_b2393_v1.vcf.gz"
"1"	"119700001"	"119750000"	"b2394"	"ukb24304_c1_b2394_v1.vcf.gz"
"1"	"119750001"	"119800000"	"b2395"	"ukb24304_c1_b2395_v1.vcf.gz"
"1"	"119800001"	"119850000"	"b2396"	"ukb24304_c1_b2396_v1.vcf.gz"
"1"	"119850001"	"119900000"	"b2397"	"ukb24304_c1_b2397_v1.vcf.gz"
"1"	"119900001"	"119950000"	"b2398"	"ukb24304_c1_b2398_v1.vcf.gz"
"1"	"119950001"	"1.2e+08"	"b2399"	"ukb24304_c1_b2399_v1.vcf.gz"
"1"	"120000001"	"120050000"	"b2400"	"ukb24304_c1_b2400_v1.vcf.gz"
"1"	"120050001"	"120100000"	"b2401"	"ukb24304_c1_b2401_v1.vcf.gz"
"1"	"120100001"	"120150000"	"b2402"	"ukb24304_c1_b2402_v1.vcf.gz"
"1"	"120150001"	"120200000"	"b2403"	"ukb24304_c1_b2403_v1.vcf.gz"
"1"	"120200001"	"120250000"	"b2404"	"ukb24304_c1_b2404_v1.vcf.gz"
"1"	"120250001"	"120300000"	"b2405"	"ukb24304_c1_b2405_v1.vcf.gz"
"1"	"120300001"	"120350000"	"b2406"	"ukb24304_c1_b2406_v1.vcf.gz"
"1"	"120350001"	"120400000"	"b2407"	"ukb24304_c1_b2407_v1.vcf.gz"
"1"	"120400001"	"120450000"	"b2408"	"ukb24304_c1_b2408_v1.vcf.gz"
"1"	"120450001"	"120500000"	"b2409"	"ukb24304_c1_b2409_v1.vcf.gz"
"1"	"120500001"	"120550000"	"b2410"	"ukb24304_c1_b2410_v1.vcf.gz"
"1"	"120550001"	"120600000"	"b2411"	"ukb24304_c1_b2411_v1.vcf.gz"
"1"	"120600001"	"120650000"	"b2412"	"ukb24304_c1_b2412_v1.vcf.gz"
"1"	"120650001"	"120700000"	"b2413"	"ukb24304_c1_b2413_v1.vcf.gz"
"1"	"120700001"	"120750000"	"b2414"	"ukb24304_c1_b2414_v1.vcf.gz"
"1"	"120750001"	"120800000"	"b2415"	"ukb24304_c1_b2415_v1.vcf.gz"
"1"	"120800001"	"120850000"	"b2416"	"ukb24304_c1_b2416_v1.vcf.gz"
"1"	"120850001"	"120900000"	"b2417"	"ukb24304_c1_b2417_v1.vcf.gz"
"1"	"120900001"	"120950000"	"b2418"	"ukb24304_c1_b2418_v1.vcf.gz"
"1"	"120950001"	"1.21e+08"	"b2419"	"ukb24304_c1_b2419_v1.vcf.gz"
"1"	"121000001"	"121050000"	"b2420"	"ukb24304_c1_b2420_v1.vcf.gz"
"1"	"121050001"	"121100000"	"b2421"	"ukb24304_c1_b2421_v1.vcf.gz"
"1"	"121100001"	"121150000"	"b2422"	"ukb24304_c1_b2422_v1.vcf.gz"
"1"	"121150001"	"121200000"	"b2423"	"ukb24304_c1_b2423_v1.vcf.gz"
"1"	"121200001"	"121250000"	"b2424"	"ukb24304_c1_b2424_v1.vcf.gz"
"1"	"121250001"	"121300000"	"b2425"	"ukb24304_c1_b2425_v1.vcf.gz"
"1"	"121300001"	"121350000"	"b2426"	"ukb24304_c1_b2426_v1.vcf.gz"
"1"	"121350001"	"121400000"	"b2427"	"ukb24304_c1_b2427_v1.vcf.gz"
"1"	"121400001"	"121450000"	"b2428"	"ukb24304_c1_b2428_v1.vcf.gz"
"1"	"121450001"	"121500000"	"b2429"	"ukb24304_c1_b2429_v1.vcf.gz"
"1"	"121500001"	"121550000"	"b2430"	"ukb24304_c1_b2430_v1.vcf.gz"
"1"	"121550001"	"121600000"	"b2431"	"ukb24304_c1_b2431_v1.vcf.gz"
"1"	"121600001"	"121650000"	"b2432"	"ukb24304_c1_b2432_v1.vcf.gz"
"1"	"121650001"	"121700000"	"b2433"	"ukb24304_c1_b2433_v1.vcf.gz"
"1"	"121700001"	"121750000"	"b2434"	"ukb24304_c1_b2434_v1.vcf.gz"
"1"	"121750001"	"121800000"	"b2435"	"ukb24304_c1_b2435_v1.vcf.gz"
"1"	"121800001"	"121850000"	"b2436"	"ukb24304_c1_b2436_v1.vcf.gz"
"1"	"121850001"	"121900000"	"b2437"	"ukb24304_c1_b2437_v1.vcf.gz"
"1"	"121900001"	"121950000"	"b2438"	"ukb24304_c1_b2438_v1.vcf.gz"
"1"	"121950001"	"1.22e+08"	"b2439"	"ukb24304_c1_b2439_v1.vcf.gz"
"1"	"122000001"	"122050000"	"b2440"	"ukb24304_c1_b2440_v1.vcf.gz"
"1"	"122050001"	"122100000"	"b2441"	"ukb24304_c1_b2441_v1.vcf.gz"
"1"	"122100001"	"122150000"	"b2442"	"ukb24304_c1_b2442_v1.vcf.gz"
"1"	"122150001"	"122200000"	"b2443"	"ukb24304_c1_b2443_v1.vcf.gz"
"1"	"122200001"	"122250000"	"b2444"	"ukb24304_c1_b2444_v1.vcf.gz"
"1"	"122250001"	"122300000"	"b2445"	"ukb24304_c1_b2445_v1.vcf.gz"
"1"	"122300001"	"122350000"	"b2446"	"ukb24304_c1_b2446_v1.vcf.gz"
"1"	"122350001"	"122400000"	"b2447"	"ukb24304_c1_b2447_v1.vcf.gz"
